date,regime,posture,confidence,risk_score,composite,growth,liquidity,breadth,credit,volatility_safety,payload,recorded_at
2017-09-29,Risk-On Expansion,Growth-oriented,75.2,21.2,78.8,79.9,64.6,87.7,87.6,74.3,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 75.2, ""risk_score"": 21.2, ""composite"": 78.8, ""components"": {""Growth"": 79.9, ""Liquidity"": 64.6, ""Breadth"": 87.7, ""Credit"": 87.6, ""Volatility safety"": 74.3}}",2026-07-22T16:01:55.427466+00:00
2017-10-06,Risk-On Expansion,Growth-oriented,76.3,19.6,80.4,80.4,65.1,91.9,88.8,75.7,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 76.3, ""risk_score"": 19.6, ""composite"": 80.4, ""components"": {""Growth"": 80.4, ""Liquidity"": 65.1, ""Breadth"": 91.9, ""Credit"": 88.8, ""Volatility safety"": 75.7}}",2026-07-22T16:01:55.469523+00:00
2017-10-13,Risk-On Expansion,Growth-oriented,75.1,21.3,78.7,76.6,62.8,89.6,88.2,76.1,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 75.1, ""risk_score"": 21.3, ""composite"": 78.7, ""components"": {""Growth"": 76.6, ""Liquidity"": 62.8, ""Breadth"": 89.6, ""Credit"": 88.2, ""Volatility safety"": 76.1}}",2026-07-22T16:01:55.512402+00:00
2017-10-20,Risk-On Expansion,Growth-oriented,76.2,19.8,80.2,79.1,64.4,92.8,88.8,76.1,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 76.2, ""risk_score"": 19.8, ""composite"": 80.2, ""components"": {""Growth"": 79.1, ""Liquidity"": 64.4, ""Breadth"": 92.8, ""Credit"": 88.8, ""Volatility safety"": 76.1}}",2026-07-22T16:01:55.555892+00:00
2017-10-27,Risk-On Expansion,Growth-oriented,76.3,19.6,80.4,82.8,66.6,87.8,89.4,75.6,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 76.3, ""risk_score"": 19.6, ""composite"": 80.4, ""components"": {""Growth"": 82.8, ""Liquidity"": 66.6, ""Breadth"": 87.8, ""Credit"": 89.4, ""Volatility safety"": 75.6}}",2026-07-22T16:01:55.600304+00:00
2017-11-03,Risk-On Expansion,Growth-oriented,77.2,18.2,81.8,87.2,69.4,86.3,90.5,75.6,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 77.2, ""risk_score"": 18.2, ""composite"": 81.8, ""components"": {""Growth"": 87.2, ""Liquidity"": 69.4, ""Breadth"": 86.3, ""Credit"": 90.5, ""Volatility safety"": 75.6}}",2026-07-22T16:01:55.643802+00:00
2017-11-10,Risk-On Expansion,Growth-oriented,76.9,18.7,81.3,87.4,69.7,80.9,91.5,76.9,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 76.9, ""risk_score"": 18.7, ""composite"": 81.3, ""components"": {""Growth"": 87.4, ""Liquidity"": 69.7, ""Breadth"": 80.9, ""Credit"": 91.5, ""Volatility safety"": 76.9}}",2026-07-22T16:01:55.691794+00:00
2017-11-17,Risk-On Expansion,Growth-oriented,76.8,18.9,81.1,89.2,70.9,75.5,92.4,77.5,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 76.8, ""risk_score"": 18.9, ""composite"": 81.1, ""components"": {""Growth"": 89.2, ""Liquidity"": 70.9, ""Breadth"": 75.5, ""Credit"": 92.4, ""Volatility safety"": 77.5}}",2026-07-22T16:01:55.737792+00:00
2017-11-24,Risk-On Expansion,Growth-oriented,78.8,15.9,84.1,95.8,74.3,78.0,94.3,77.9,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 78.8, ""risk_score"": 15.9, ""composite"": 84.1, ""components"": {""Growth"": 95.8, ""Liquidity"": 74.3, ""Breadth"": 78.0, ""Credit"": 94.3, ""Volatility safety"": 77.9}}",2026-07-22T16:01:55.783353+00:00
2017-12-01,Risk-On Expansion,Growth-oriented,78.0,17.2,82.8,90.9,71.6,86.0,90.8,74.9,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 78.0, ""risk_score"": 17.2, ""composite"": 82.8, ""components"": {""Growth"": 90.9, ""Liquidity"": 71.6, ""Breadth"": 86.0, ""Credit"": 90.8, ""Volatility safety"": 74.9}}",2026-07-22T16:01:55.828932+00:00
2017-12-08,Risk-On Expansion,Growth-oriented,75.2,21.2,78.8,82.2,66.2,81.1,89.1,75.5,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 75.2, ""risk_score"": 21.2, ""composite"": 78.8, ""components"": {""Growth"": 82.2, ""Liquidity"": 66.2, ""Breadth"": 81.1, ""Credit"": 89.1, ""Volatility safety"": 75.5}}",2026-07-22T16:01:55.877855+00:00
2017-12-15,Risk-On Expansion,Growth-oriented,74.5,22.1,77.9,78.2,63.7,84.6,87.8,75.1,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 74.5, ""risk_score"": 22.1, ""composite"": 77.9, ""components"": {""Growth"": 78.2, ""Liquidity"": 63.7, ""Breadth"": 84.6, ""Credit"": 87.8, ""Volatility safety"": 75.1}}",2026-07-22T16:01:55.925196+00:00
2017-12-22,Risk-On Expansion,Growth-oriented,77.2,18.3,81.7,85.9,68.5,89.3,89.7,75.1,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 77.2, ""risk_score"": 18.3, ""composite"": 81.7, ""components"": {""Growth"": 85.9, ""Liquidity"": 68.5, ""Breadth"": 89.3, ""Credit"": 89.7, ""Volatility safety"": 75.1}}",2026-07-22T16:01:55.971865+00:00
2017-12-29,Risk-On Expansion,Growth-oriented,73.2,24.0,76.0,73.8,61.0,83.3,86.8,75.2,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 73.2, ""risk_score"": 24.0, ""composite"": 76.0, ""components"": {""Growth"": 73.8, ""Liquidity"": 61.0, ""Breadth"": 83.3, ""Credit"": 86.8, ""Volatility safety"": 75.2}}",2026-07-22T16:01:56.018418+00:00
2018-01-05,Risk-On Expansion,Growth-oriented,78.2,16.8,83.2,85.8,68.3,98.5,89.0,74.2,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 78.2, ""risk_score"": 16.8, ""composite"": 83.2, ""components"": {""Growth"": 85.8, ""Liquidity"": 68.3, ""Breadth"": 98.5, ""Credit"": 89.0, ""Volatility safety"": 74.2}}",2026-07-22T16:01:56.066160+00:00
2018-01-12,Risk-On Expansion,Growth-oriented,79.3,15.2,84.8,90.1,70.9,99.5,89.6,73.6,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 79.3, ""risk_score"": 15.2, ""composite"": 84.8, ""components"": {""Growth"": 90.1, ""Liquidity"": 70.9, ""Breadth"": 99.5, ""Credit"": 89.6, ""Volatility safety"": 73.6}}",2026-07-22T16:01:56.112342+00:00
2018-01-19,Risk-On Expansion,Growth-oriented,80.3,13.9,86.1,94.3,73.4,100.0,90.1,72.8,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 80.3, ""risk_score"": 13.9, ""composite"": 86.1, ""components"": {""Growth"": 94.3, ""Liquidity"": 73.4, ""Breadth"": 100.0, ""Credit"": 90.1, ""Volatility safety"": 72.8}}",2026-07-22T16:01:56.158629+00:00
2018-01-26,Risk-On Expansion,Growth-oriented,81.6,12.0,88.0,100.0,77.6,100.0,90.6,71.5,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 81.6, ""risk_score"": 12.0, ""composite"": 88.0, ""components"": {""Growth"": 100.0, ""Liquidity"": 77.6, ""Breadth"": 100.0, ""Credit"": 90.6, ""Volatility safety"": 71.5}}",2026-07-22T16:01:56.204696+00:00
2018-02-02,Risk-On Expansion,Growth-oriented,72.4,25.1,74.9,76.2,61.3,86.4,82.0,68.2,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 72.4, ""risk_score"": 25.1, ""composite"": 74.9, ""components"": {""Growth"": 76.2, ""Liquidity"": 61.3, ""Breadth"": 86.4, ""Credit"": 82.0, ""Volatility safety"": 68.2}}",2026-07-22T16:01:56.251101+00:00
2018-02-09,Mixed / Transition,Balanced,56.7,47.6,52.4,52.0,44.3,42.7,66.7,56.2,"{""regime"": ""Mixed / Transition"", ""posture"": ""Balanced"", ""confidence"": 56.7, ""risk_score"": 47.6, ""composite"": 52.4, ""components"": {""Growth"": 52.0, ""Liquidity"": 44.3, ""Breadth"": 42.7, ""Credit"": 66.7, ""Volatility safety"": 56.2}}",2026-07-22T16:01:56.297226+00:00
2018-02-16,Late-Cycle Risk-On,Moderately invested,65.5,35.1,64.9,70.0,55.4,73.6,70.4,55.2,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 65.5, ""risk_score"": 35.1, ""composite"": 64.9, ""components"": {""Growth"": 70.0, ""Liquidity"": 55.4, ""Breadth"": 73.6, ""Credit"": 70.4, ""Volatility safety"": 55.2}}",2026-07-22T16:01:56.345871+00:00
2018-02-23,Late-Cycle Risk-On,Moderately invested,66.8,33.1,66.9,72.7,57.0,79.5,70.6,54.6,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 66.8, ""risk_score"": 33.1, ""composite"": 66.9, ""components"": {""Growth"": 72.7, ""Liquidity"": 57.0, ""Breadth"": 79.5, ""Credit"": 70.6, ""Volatility safety"": 54.6}}",2026-07-22T16:01:56.393244+00:00
2018-03-02,Mixed / Transition,Balanced,62.3,39.6,60.4,63.5,51.2,65.2,68.0,54.3,"{""regime"": ""Mixed / Transition"", ""posture"": ""Balanced"", ""confidence"": 62.3, ""risk_score"": 39.6, ""composite"": 60.4, ""components"": {""Growth"": 63.5, ""Liquidity"": 51.2, ""Breadth"": 65.2, ""Credit"": 68.0, ""Volatility safety"": 54.3}}",2026-07-22T16:01:56.440025+00:00
2018-03-09,Late-Cycle Risk-On,Moderately invested,70.1,28.5,71.5,84.0,63.9,82.6,73.0,54.1,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 70.1, ""risk_score"": 28.5, ""composite"": 71.5, ""components"": {""Growth"": 84.0, ""Liquidity"": 63.9, ""Breadth"": 82.6, ""Credit"": 73.0, ""Volatility safety"": 54.1}}",2026-07-22T16:01:56.486799+00:00
2018-03-16,Late-Cycle Risk-On,Moderately invested,67.3,32.4,67.6,78.0,60.2,74.4,71.4,53.9,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 67.3, ""risk_score"": 32.4, ""composite"": 67.6, ""components"": {""Growth"": 78.0, ""Liquidity"": 60.2, ""Breadth"": 74.4, ""Credit"": 71.4, ""Volatility safety"": 53.9}}",2026-07-22T16:01:56.535177+00:00
2018-03-23,Slowdown,Defensive tilt,58.1,54.4,45.6,44.2,38.5,34.0,60.5,50.8,"{""regime"": ""Slowdown"", ""posture"": ""Defensive tilt"", ""confidence"": 58.1, ""risk_score"": 54.4, ""composite"": 45.6, ""components"": {""Growth"": 44.2, ""Liquidity"": 38.5, ""Breadth"": 34.0, ""Credit"": 60.5, ""Volatility safety"": 50.8}}",2026-07-22T16:01:56.585861+00:00
2018-03-29,Slowdown,Defensive tilt,55.7,51.1,48.9,50.1,41.7,46.3,59.3,47.3,"{""regime"": ""Slowdown"", ""posture"": ""Defensive tilt"", ""confidence"": 55.7, ""risk_score"": 51.1, ""composite"": 48.9, ""components"": {""Growth"": 50.1, ""Liquidity"": 41.7, ""Breadth"": 46.3, ""Credit"": 59.3, ""Volatility safety"": 47.3}}",2026-07-22T16:01:56.635593+00:00
2018-04-06,Risk-Off Contraction,Capital preservation,63.8,62.5,37.5,29.6,28.5,32.1,52.3,44.9,"{""regime"": ""Risk-Off Contraction"", ""posture"": ""Capital preservation"", ""confidence"": 63.8, ""risk_score"": 62.5, ""composite"": 37.5, ""components"": {""Growth"": 29.6, ""Liquidity"": 28.5, ""Breadth"": 32.1, ""Credit"": 52.3, ""Volatility safety"": 44.9}}",2026-07-22T16:01:56.684350+00:00
2018-04-13,Slowdown,Defensive tilt,58.7,55.2,44.8,36.1,32.4,58.6,53.1,43.8,"{""regime"": ""Slowdown"", ""posture"": ""Defensive tilt"", ""confidence"": 58.7, ""risk_score"": 55.2, ""composite"": 44.8, ""components"": {""Growth"": 36.1, ""Liquidity"": 32.4, ""Breadth"": 58.6, ""Credit"": 53.1, ""Volatility safety"": 43.8}}",2026-07-22T16:01:56.737934+00:00
2018-04-20,Risk-Off Contraction,Capital preservation,62.1,60.1,39.9,26.0,26.0,54.2,50.0,43.1,"{""regime"": ""Risk-Off Contraction"", ""posture"": ""Capital preservation"", ""confidence"": 62.1, ""risk_score"": 60.1, ""composite"": 39.9, ""components"": {""Growth"": 26.0, ""Liquidity"": 26.0, ""Breadth"": 54.2, ""Credit"": 50.0, ""Volatility safety"": 43.1}}",2026-07-22T16:01:56.789462+00:00
2018-04-27,Risk-Off Contraction,Capital preservation,63.4,62.0,38.0,23.2,24.3,49.4,49.6,43.4,"{""regime"": ""Risk-Off Contraction"", ""posture"": ""Capital preservation"", ""confidence"": 63.4, ""risk_score"": 62.0, ""composite"": 38.0, ""components"": {""Growth"": 23.2, ""Liquidity"": 24.3, ""Breadth"": 49.4, ""Credit"": 49.6, ""Volatility safety"": 43.4}}",2026-07-22T16:01:56.843241+00:00
2018-05-04,Slowdown,Defensive tilt,56.2,48.3,51.7,57.2,45.6,52.5,58.8,44.4,"{""regime"": ""Slowdown"", ""posture"": ""Defensive tilt"", ""confidence"": 56.2, ""risk_score"": 48.3, ""composite"": 51.7, ""components"": {""Growth"": 57.2, ""Liquidity"": 45.6, ""Breadth"": 52.5, ""Credit"": 58.8, ""Volatility safety"": 44.4}}",2026-07-22T16:01:56.897358+00:00
2018-05-11,Late-Cycle Risk-On,Moderately invested,64.5,36.4,63.6,68.9,54.2,74.4,68.0,52.5,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 64.5, ""risk_score"": 36.4, ""composite"": 63.6, ""components"": {""Growth"": 68.9, ""Liquidity"": 54.2, ""Breadth"": 74.4, ""Credit"": 68.0, ""Volatility safety"": 52.5}}",2026-07-22T16:01:56.980852+00:00
2018-05-18,Mixed / Transition,Balanced,61.3,40.9,59.1,57.2,47.1,71.8,65.8,53.4,"{""regime"": ""Mixed / Transition"", ""posture"": ""Balanced"", ""confidence"": 61.3, ""risk_score"": 40.9, ""composite"": 59.1, ""components"": {""Growth"": 57.2, ""Liquidity"": 47.1, ""Breadth"": 71.8, ""Credit"": 65.8, ""Volatility safety"": 53.4}}",2026-07-22T16:01:57.031530+00:00
2018-05-25,Mixed / Transition,Balanced,61.2,41.2,58.8,52.1,44.0,78.5,65.2,54.2,"{""regime"": ""Mixed / Transition"", ""posture"": ""Balanced"", ""confidence"": 61.2, ""risk_score"": 41.2, ""composite"": 58.8, ""components"": {""Growth"": 52.1, ""Liquidity"": 44.0, ""Breadth"": 78.5, ""Credit"": 65.2, ""Volatility safety"": 54.2}}",2026-07-22T16:01:57.087956+00:00
2018-06-01,Mixed / Transition,Balanced,63.2,38.3,61.7,58.8,48.2,80.9,66.7,54.0,"{""regime"": ""Mixed / Transition"", ""posture"": ""Balanced"", ""confidence"": 63.2, ""risk_score"": 38.3, ""composite"": 61.7, ""components"": {""Growth"": 58.8, ""Liquidity"": 48.2, ""Breadth"": 80.9, ""Credit"": 66.7, ""Volatility safety"": 54.0}}",2026-07-22T16:01:57.141916+00:00
2018-06-08,Mixed / Transition,Balanced,62.3,39.5,60.5,51.8,44.0,86.3,65.5,54.8,"{""regime"": ""Mixed / Transition"", ""posture"": ""Balanced"", ""confidence"": 62.3, ""risk_score"": 39.5, ""composite"": 60.5, ""components"": {""Growth"": 51.8, ""Liquidity"": 44.0, ""Breadth"": 86.3, ""Credit"": 65.5, ""Volatility safety"": 54.8}}",2026-07-22T16:01:57.194563+00:00
2018-06-15,Late-Cycle Risk-On,Moderately invested,63.7,37.5,62.5,60.8,49.6,79.1,67.9,54.9,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 63.7, ""risk_score"": 37.5, ""composite"": 62.5, ""components"": {""Growth"": 60.8, ""Liquidity"": 49.6, ""Breadth"": 79.1, ""Credit"": 67.9, ""Volatility safety"": 54.9}}",2026-07-22T16:01:57.248008+00:00
2018-06-22,Mixed / Transition,Balanced,62.4,39.4,60.6,60.4,49.9,63.7,70.4,58.3,"{""regime"": ""Mixed / Transition"", ""posture"": ""Balanced"", ""confidence"": 62.4, ""risk_score"": 39.4, ""composite"": 60.6, ""components"": {""Growth"": 60.4, ""Liquidity"": 49.9, ""Breadth"": 63.7, ""Credit"": 70.4, ""Volatility safety"": 58.3}}",2026-07-22T16:01:57.300370+00:00
2018-06-29,Mixed / Transition,Balanced,62.3,39.5,60.5,63.3,52.4,48.9,74.8,63.1,"{""regime"": ""Mixed / Transition"", ""posture"": ""Balanced"", ""confidence"": 62.3, ""risk_score"": 39.5, ""composite"": 60.5, ""components"": {""Growth"": 63.3, ""Liquidity"": 52.4, ""Breadth"": 48.9, ""Credit"": 74.8, ""Volatility safety"": 63.1}}",2026-07-22T16:01:57.352671+00:00
2018-07-06,Late-Cycle Risk-On,Moderately invested,66.7,33.3,66.7,72.6,58.5,58.9,78.6,65.0,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 66.7, ""risk_score"": 33.3, ""composite"": 66.7, ""components"": {""Growth"": 72.6, ""Liquidity"": 58.5, ""Breadth"": 58.9, ""Credit"": 78.6, ""Volatility safety"": 65.0}}",2026-07-22T16:01:57.406885+00:00
2018-07-13,Late-Cycle Risk-On,Moderately invested,65.1,35.6,64.4,63.0,52.7,64.0,76.8,65.7,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 65.1, ""risk_score"": 35.6, ""composite"": 64.4, ""components"": {""Growth"": 63.0, ""Liquidity"": 52.7, ""Breadth"": 64.0, ""Credit"": 76.8, ""Volatility safety"": 65.7}}",2026-07-22T16:01:57.460720+00:00
2018-07-20,Late-Cycle Risk-On,Moderately invested,67.4,32.3,67.7,70.1,57.3,64.3,79.8,67.3,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 67.4, ""risk_score"": 32.3, ""composite"": 67.7, ""components"": {""Growth"": 70.1, ""Liquidity"": 57.3, ""Breadth"": 64.3, ""Credit"": 79.8, ""Volatility safety"": 67.3}}",2026-07-22T16:01:57.514355+00:00
2018-07-27,Risk-On Expansion,Growth-oriented,70.8,27.5,72.5,79.0,63.0,70.5,82.3,67.7,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 70.8, ""risk_score"": 27.5, ""composite"": 72.5, ""components"": {""Growth"": 79.0, ""Liquidity"": 63.0, ""Breadth"": 70.5, ""Credit"": 82.3, ""Volatility safety"": 67.7}}",2026-07-22T16:01:57.572022+00:00
2018-08-03,Late-Cycle Risk-On,Moderately invested,69.8,28.8,71.2,73.8,59.8,72.2,81.6,68.5,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 69.8, ""risk_score"": 28.8, ""composite"": 71.2, ""components"": {""Growth"": 73.8, ""Liquidity"": 59.8, ""Breadth"": 72.2, ""Credit"": 81.6, ""Volatility safety"": 68.5}}",2026-07-22T16:01:57.625942+00:00
2018-08-10,Late-Cycle Risk-On,Moderately invested,64.6,36.3,63.7,57.2,49.5,64.9,77.8,68.9,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 64.6, ""risk_score"": 36.3, ""composite"": 63.7, ""components"": {""Growth"": 57.2, ""Liquidity"": 49.5, ""Breadth"": 64.9, ""Credit"": 77.8, ""Volatility safety"": 68.9}}",2026-07-22T16:01:57.682715+00:00
2018-08-17,Mixed / Transition,Balanced,63.1,38.4,61.6,54.1,47.6,60.9,76.8,68.7,"{""regime"": ""Mixed / Transition"", ""posture"": ""Balanced"", ""confidence"": 63.1, ""risk_score"": 38.4, ""composite"": 61.6, ""components"": {""Growth"": 54.1, ""Liquidity"": 47.6, ""Breadth"": 60.9, ""Credit"": 76.8, ""Volatility safety"": 68.7}}",2026-07-22T16:01:57.739729+00:00
2018-08-24,Late-Cycle Risk-On,Moderately invested,68.7,30.5,69.5,68.2,56.4,73.7,80.5,68.9,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 68.7, ""risk_score"": 30.5, ""composite"": 69.5, ""components"": {""Growth"": 68.2, ""Liquidity"": 56.4, ""Breadth"": 73.7, ""Credit"": 80.5, ""Volatility safety"": 68.9}}",2026-07-22T16:01:57.795938+00:00
2018-08-31,Late-Cycle Risk-On,Moderately invested,68.5,30.7,69.3,62.7,53.3,79.0,80.7,70.9,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 68.5, ""risk_score"": 30.7, ""composite"": 69.3, ""components"": {""Growth"": 62.7, ""Liquidity"": 53.3, ""Breadth"": 79.0, ""Credit"": 80.7, ""Volatility safety"": 70.9}}",2026-07-22T16:01:57.852852+00:00
2018-09-07,Late-Cycle Risk-On,Moderately invested,64.2,36.9,63.1,53.5,47.5,65.5,78.2,70.7,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 64.2, ""risk_score"": 36.9, ""composite"": 63.1, ""components"": {""Growth"": 53.5, ""Liquidity"": 47.5, ""Breadth"": 65.5, ""Credit"": 78.2, ""Volatility safety"": 70.7}}",2026-07-22T16:01:57.910544+00:00
2018-09-14,Late-Cycle Risk-On,Moderately invested,67.1,32.7,67.3,62.0,52.8,71.3,80.0,70.3,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 67.1, ""risk_score"": 32.7, ""composite"": 67.3, ""components"": {""Growth"": 62.0, ""Liquidity"": 52.8, ""Breadth"": 71.3, ""Credit"": 80.0, ""Volatility safety"": 70.3}}",2026-07-22T16:01:57.965706+00:00
2018-09-21,Risk-On Expansion,Growth-oriented,72.7,24.7,75.3,80.0,64.1,76.8,84.8,70.7,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 72.7, ""risk_score"": 24.7, ""composite"": 75.3, ""components"": {""Growth"": 80.0, ""Liquidity"": 64.1, ""Breadth"": 76.8, ""Credit"": 84.8, ""Volatility safety"": 70.7}}",2026-07-22T16:01:58.022894+00:00
2018-09-28,Risk-On Expansion,Growth-oriented,70.9,27.2,72.8,76.0,61.8,68.7,85.0,72.3,"{""regime"": ""Risk-On Expansion"", ""posture"": ""Growth-oriented"", ""confidence"": 70.9, ""risk_score"": 27.2, ""composite"": 72.8, ""components"": {""Growth"": 76.0, ""Liquidity"": 61.8, ""Breadth"": 68.7, ""Credit"": 85.0, ""Volatility safety"": 72.3}}",2026-07-22T16:01:58.080362+00:00
2018-10-05,Late-Cycle Risk-On,Moderately invested,65.5,35.0,65.0,59.4,51.6,59.3,81.5,73.0,"{""regime"": ""Late-Cycle Risk-On"", ""posture"": ""Moderately invested"", ""confidence"": 65.5, ""risk_score"": 35.0, ""composite"": 65.0, ""components"": {""Growth"": 59.4, ""Liquidity"": 51.6, ""Breadth"": 59.3, ""Credit"": 81.5, ""Volatility safety"": 73.0}}",2026-07-22T16:01:58.136745+00:00
2018-10-12,Slowdown,Defensive tilt,56.0,51.4,48.6,40.2,38.6,25.1,72.0,66.9,"{""regime"": ""Slowdown"", ""posture"": ""Defensive tilt"", ""confidence"": 56.0, ""risk_score"": 51.4, ""composite"": 48.6, ""components"": {""Growth"": 40.2, ""Liquidity"": 38.6, ""Breadth"": 25.1, ""Credit"": 72.0, ""Volatility safety"": 66.9}}",2026-07-22T16:01:58.194109+00:00
2018-10-19,Slowdown,Defensive tilt,58.2,54.6,45.4,35.4,35.2,23.3,68.9,64.4,"{""regime"": ""Slowdown"", ""posture"": ""Defensive tilt"", ""confidence"": 58.2, ""risk_score"": 54.6, ""composite"": 45.4, ""components"": {""Growth"": 35.4, ""Liquidity"": 35.2, ""Breadth"": 23.3, ""Credit"": 68.9, ""Volatility safety"": 64.4}}",2026-07-22T16:01:58.251874+00:00
2018-10-26,Risk-Off Contraction,Capital preservation,67.8,68.2,31.8,13.4,20.6,5.5,60.7,58.8,"{""regime"": ""Risk-Off Contraction"", ""posture"": ""Capital preservation"", ""confidence"": 67.8, ""risk_score"": 68.2, ""composite"": 31.8, ""components"": {""Growth"": 13.4, ""Liquidity"": 20.6, ""Breadth"": 5.5, ""Credit"": 60.7, ""Volatility safety"": 58.8}}",2026-07-22T16:01:58.310893+00:00
